initial_nav,period,architecture,date,module,symbol,action,shares,fill,cash_after,reason,source_trade_id
5751.77,heldout_2026,formal_70_25,2026-05-01,core,QQQ,BUY,2,674.0833831176757,2897.2129077891095,v9_core_rebalance,
5751.77,heldout_2026,formal_70_25,2026-07-10,rsr2,META,BUY,1,661.0003668823241,2235.2125409067853,frozen_entry,2.0
5751.77,heldout_2026,formal_70_25,2026-07-23,rsr2,META,SELL,1,607.5122171942064,2841.7247581009915,stop,2.0
6000.0,heldout_2026,challenger_80_20,2026-01-05,core,SPY,BUY,3,684.7686182250976,3944.6941453247073,v9_core_rebalance,
6000.0,heldout_2026,challenger_80_20,2026-01-05,core,QQQ,BUY,3,617.1507138671874,2092.242003723145,v9_core_rebalance,
6000.0,heldout_2026,challenger_80_20,2026-01-06,rsr2,KLAC,BUY,3,136.7155558124338,1681.0953362858436,frozen_entry,0.0
6000.0,heldout_2026,challenger_80_20,2026-01-06,rsr2,TER,BUY,2,220.99503965232648,1238.1052569811907,frozen_entry,1.0
6000.0,heldout_2026,challenger_80_20,2026-01-30,rsr2,KLAC,SELL,3,143.40778226945244,1667.328603789548,profit_lock,0.0
6000.0,heldout_2026,challenger_80_20,2026-02-05,rsr2,TER,SELL,2,265.2431580727787,2196.8149199351055,signal,1.0
6000.0,heldout_2026,challenger_80_20,2026-04-01,core,QQQ,SELL,3,583.084910522461,3945.0696515024883,v9_core_rebalance,
6000.0,heldout_2026,challenger_80_20,2026-04-01,core,SPY,SELL,3,652.9027181396484,5902.777805921433,v9_core_rebalance,
6000.0,heldout_2026,challenger_80_20,2026-05-01,core,SPY,BUY,3,719.5170159912109,3743.2267579478007,v9_core_rebalance,
6000.0,heldout_2026,challenger_80_20,2026-05-01,core,QQQ,BUY,3,674.0833831176757,1719.9766085947736,v9_core_rebalance,
6000.0,heldout_2026,challenger_80_20,2026-07-10,rsr2,META,BUY,1,661.0003668823241,1057.9762417124493,frozen_entry,2.0
6000.0,heldout_2026,challenger_80_20,2026-07-23,rsr2,META,SELL,1,607.5122171942064,1664.4884589066558,stop,2.0
5751.77,heldout_2026,challenger_80_20,2026-01-05,core,SPY,BUY,3,684.7686182250976,3696.4641453247077,v9_core_rebalance,
5751.77,heldout_2026,challenger_80_20,2026-01-05,core,QQQ,BUY,3,617.1507138671874,1844.0120037231454,v9_core_rebalance,
5751.77,heldout_2026,challenger_80_20,2026-01-06,rsr2,KLAC,BUY,3,136.7155558124338,1432.865336285844,frozen_entry,0.0
5751.77,heldout_2026,challenger_80_20,2026-01-06,rsr2,TER,BUY,2,220.99503965232648,989.8752569811911,frozen_entry,1.0
5751.77,heldout_2026,challenger_80_20,2026-01-30,rsr2,KLAC,SELL,3,143.40778226945244,1419.0986037895484,profit_lock,0.0
5751.77,heldout_2026,challenger_80_20,2026-02-05,rsr2,TER,SELL,2,265.2431580727787,1948.584919935106,signal,1.0
5751.77,heldout_2026,challenger_80_20,2026-04-01,core,QQQ,SELL,3,583.084910522461,3696.839651502489,v9_core_rebalance,
5751.77,heldout_2026,challenger_80_20,2026-04-01,core,SPY,SELL,3,652.9027181396484,5654.547805921434,v9_core_rebalance,
5751.77,heldout_2026,challenger_80_20,2026-05-01,core,SPY,BUY,3,719.5170159912109,3494.996757947801,v9_core_rebalance,
5751.77,heldout_2026,challenger_80_20,2026-05-01,core,QQQ,BUY,3,674.0833831176757,1471.746608594774,v9_core_rebalance,
5751.77,heldout_2026,challenger_80_20,2026-07-10,rsr2,META,BUY,1,661.0003668823241,809.7462417124499,frozen_entry,2.0
5751.77,heldout_2026,challenger_80_20,2026-07-23,rsr2,META,SELL,1,607.5122171942064,1416.2584589066564,stop,2.0
6000.0,full_2024_2026,formal_70_25,2024-01-03,core,QQQ,BUY,5,393.44367929077146,4031.781603546143,v9_core_rebalance,
6000.0,full_2024_2026,formal_70_25,2024-01-03,core,SPY,BUY,4,455.51731811523433,2208.7123310852057,v9_core_rebalance,
6000.0,full_2024_2026,formal_70_25,2024-08-06,core,QQQ,SELL,3,434.5333544311524,3511.312394378663,v9_core_rebalance,
6000.0,full_2024_2026,formal_70_25,2024-08-06,core,SPY,SELL,2,509.5646628112793,4529.441720001221,v9_core_rebalance,
6000.0,full_2024_2026,formal_70_25,2024-09-03,core,SPY,BUY,2,539.8519346923828,3448.737850616456,v9_core_rebalance,
6000.0,full_2024_2026,formal_70_25,2024-09-03,core,QQQ,BUY,2,457.4741069335937,2532.7896367492685,v9_core_rebalance,
6000.0,full_2024_2026,formal_70_25,2024-10-17,rsr2,TTMI,BUY,26,20.290270458221432,2004.2426048355114,frozen_entry,0.0
6000.0,full_2024_2026,formal_70_25,2024-10-21,rsr2,NOK,BUY,117,4.59639241140037,1465.4646927016684,frozen_entry,1.0
6000.0,full_2024_2026,formal_70_25,2024-10-22,rsr2,TTMI,SELL,26,19.25073045730591,1964.983684591622,signal,0.0
6000.0,full_2024_2026,formal_70_25,2024-11-07,rsr2,NOK,SELL,117,4.463442289010513,2486.206432405852,signal,1.0
6000.0,full_2024_2026,formal_70_25,2024-11-07,rsr2,MRVL,BUY,5,91.39130630876161,2028.249900862044,frozen_entry,2.0
6000.0,full_2024_2026,formal_70_25,2024-11-07,rsr2,LITE,BUY,7,73.14306969451904,1515.2484130004104,frozen_entry,3.0
6000.0,full_2024_2026,formal_70_25,2024-11-08,rsr2,COHR,BUY,5,108.81870908355712,970.1548675826248,frozen_entry,4.0
6000.0,full_2024_2026,formal_70_25,2024-11-14,rsr2,COHR,SELL,5,100.01309914451568,1469.2203633052031,stop,4.0
6000.0,full_2024_2026,formal_70_25,2024-12-09,rsr2,MRVL,SELL,5,111.09721993248507,2023.7064629676286,signal,2.0
6000.0,full_2024_2026,formal_70_25,2024-12-09,rsr2,LITE,SELL,7,93.28661725616453,2675.7127837607804,signal,3.0
6000.0,full_2024_2026,formal_70_25,2024-12-16,rsr2,TER,BUY,4,127.39127579622715,2165.147680575872,frozen_entry,5.0
6000.0,full_2024_2026,formal_70_25,2025-01-17,rsr2,TER,SELL,4,139.14279627465027,2720.718865674473,signal,5.0
6000.0,full_2024_2026,formal_70_25,2025-01-27,rsr2,META,BUY,1,624.1515457688685,2095.5673199056046,frozen_entry,6.0
6000.0,full_2024_2026,formal_70_25,2025-02-13,rsr2,INTC,BUY,25,22.862840152740475,1522.9963160870927,frozen_entry,7.0
6000.0,full_2024_2026,formal_70_25,2025-02-21,rsr2,META,SELL,1,692.4608383688153,2214.457154455908,signal,6.0
6000.0,full_2024_2026,formal_70_25,2025-02-24,rsr2,INTC,SELL,25,23.98197617821712,2813.006558911336,profit_lock,7.0
6000.0,full_2024_2026,formal_70_25,2025-04-01,core,QQQ,SELL,4,469.436679107666,4689.753275342,v9_core_rebalance,
6000.0,full_2024_2026,formal_70_25,2025-04-01,core,SPY,SELL,4,552.6337637329102,6899.288330273641,v9_core_rebalance,
6000.0,full_2024_2026,formal_70_25,2025-06-02,core,SPY,BUY,4,585.0711810302734,4558.003606152548,v9_core_rebalance,
6000.0,full_2024_2026,formal_70_25,2025-06-02,core,QQQ,BUY,4,520.6381600341796,2474.4509660158296,v9_core_rebalance,
6000.0,full_2024_2026,formal_70_25,2025-06-04,rsr2,MU,BUY,5,102.22193788042377,1962.3412766137108,frozen_entry,8.0
6000.0,full_2024_2026,formal_70_25,2025-06-06,rsr2,WDC,BUY,9,55.81465130784074,1459.009414843144,frozen_entry,9.0
6000.0,full_2024_2026,formal_70_25,2025-06-10,rsr2,KLAC,BUY,6,82.48033538898751,963.1274025092189,frozen_entry,10.0
6000.0,full_2024_2026,formal_70_25,2025-07-07,rsr2,MU,SELL,5,120.8648261777079,1566.4515333977583,signal,8.0
6000.0,full_2024_2026,formal_70_25,2025-07-09,rsr2,WDC,SELL,9,64.10193556292896,2142.368953464119,signal,9.0
6000.0,full_2024_2026,formal_70_25,2025-07-11,rsr2,KLAC,SELL,6,91.86536976047829,2692.5611720269885,signal,10.0
6000.0,full_2024_2026,formal_70_25,2025-07-16,rsr2,LITE,BUY,6,98.1980984725952,2102.3725811914173,frozen_entry,11.0
6000.0,full_2024_2026,formal_70_25,2025-07-24,rsr2,WDC,BUY,8,69.0819847411973,1548.716703261839,frozen_entry,12.0
6000.0,full_2024_2026,formal_70_25,2025-07-31,rsr2,CEG,BUY,1,348.00002547256435,1199.7166777892746,frozen_entry,13.0
6000.0,full_2024_2026,formal_70_25,2025-08-12,rsr2,CEG,SELL,1,330.9769778783613,1529.693655667636,signal,13.0
6000.0,full_2024_2026,formal_70_25,2025-08-14,rsr2,LITE,SELL,6,117.19268756103517,2231.8497810338467,signal,11.0
6000.0,full_2024_2026,formal_70_25,2025-08-22,rsr2,WDC,SELL,8,74.50330922145352,2826.8762548054747,signal,12.0
6000.0,full_2024_2026,formal_70_25,2025-08-29,rsr2,GLW,BUY,9,67.96451310413542,2214.195636868256,frozen_entry,14.0
6000.0,full_2024_2026,formal_70_25,2025-09-05,rsr2,NOK,BUY,135,4.54453996181488,1599.682742023247,frozen_entry,15.0
6000.0,full_2024_2026,formal_70_25,2025-09-08,rsr2,MU,BUY,4,130.47115444503285,1076.7981242431156,frozen_entry,16.0
6000.0,full_2024_2026,formal_70_25,2025-09-30,rsr2,GLW,SELL,9,79.6362386835006,1792.5242723946208,signal,14.0
6000.0,full_2024_2026,formal_70_25,2025-09-30,rsr2,NOK,SELL,135,4.705290038108826,2426.7384275393124,signal,15.0
6000.0,full_2024_2026,formal_70_25,2025-10-07,rsr2,MU,SELL,4,194.4649377694192,3203.598178616989,signal,16.0
6000.0,full_2024_2026,formal_70_25,2025-10-13,rsr2,NOK,BUY,124,5.2752699809074395,2548.4647009844666,frozen_entry,17.0
6000.0,full_2024_2026,formal_70_25,2025-10-30,rsr2,AVGO,BUY,1,384.63087940227877,2162.8338215821877,frozen_entry,18.0
6000.0,full_2024_2026,formal_70_25,2025-11-04,rsr2,AVGO,SELL,1,353.50654864104644,2515.340370223234,stop,18.0
6000.0,full_2024_2026,formal_70_25,2025-11-11,rsr2,NOK,SELL,124,6.8931000952720645,3369.08478203697,signal,17.0
6000.0,full_2024_2026,formal_70_25,2025-12-15,rsr2,TSLA,BUY,1,469.90944244384764,2898.1753395931223,frozen_entry,19.0
6000.0,full_2024_2026,formal_70_25,2025-12-30,rsr2,TSLA,SELL,1,460.62890634155275,3357.8042459346752,signal,19.0
6000.0,full_2024_2026,formal_70_25,2026-01-06,rsr2,KLAC,BUY,5,136.7155558124338,2673.2264668725065,frozen_entry,20.0
6000.0,full_2024_2026,formal_70_25,2026-01-06,rsr2,TER,BUY,3,220.99503965232648,2009.241347915527,frozen_entry,21.0
6000.0,full_2024_2026,formal_70_25,2026-01-30,rsr2,KLAC,SELL,5,143.40778226945244,2725.2802592627895,profit_lock,20.0
6000.0,full_2024_2026,formal_70_25,2026-02-05,rsr2,TER,SELL,3,265.2431580727787,3520.0097334811257,signal,21.0
6000.0,full_2024_2026,formal_70_25,2026-04-01,core,QQQ,SELL,4,583.084910522461,5851.34937557097,v9_core_rebalance,
6000.0,full_2024_2026,formal_70_25,2026-04-01,core,SPY,SELL,4,652.9027181396484,8461.960248129562,v9_core_rebalance,
6000.0,full_2024_2026,formal_70_25,2026-05-01,core,SPY,BUY,4,719.5170159912109,5582.892184164719,v9_core_rebalance,
6000.0,full_2024_2026,formal_70_25,2026-05-01,core,QQQ,BUY,4,674.0833831176757,2885.558651694016,v9_core_rebalance,
6000.0,full_2024_2026,formal_70_25,2026-07-10,rsr2,META,BUY,1,661.0003668823241,2223.558284811692,frozen_entry,22.0
6000.0,full_2024_2026,formal_70_25,2026-07-23,rsr2,META,SELL,1,607.5122171942064,2830.0705020058986,stop,22.0
5751.77,full_2024_2026,formal_70_25,2024-01-03,core,QQQ,BUY,5,393.44367929077146,3783.5516035461433,v9_core_rebalance,
5751.77,full_2024_2026,formal_70_25,2024-01-03,core,SPY,BUY,4,455.51731811523433,1960.482331085206,v9_core_rebalance,
5751.77,full_2024_2026,formal_70_25,2024-08-06,core,QQQ,SELL,3,434.5333544311524,3263.082394378663,v9_core_rebalance,
5751.77,full_2024_2026,formal_70_25,2024-08-06,core,SPY,SELL,2,509.5646628112793,4281.211720001222,v9_core_rebalance,
5751.77,full_2024_2026,formal_70_25,2024-09-03,core,SPY,BUY,2,539.8519346923828,3200.5078506164564,v9_core_rebalance,
5751.77,full_2024_2026,formal_70_25,2024-09-03,core,QQQ,BUY,2,457.4741069335937,2284.559636749269,v9_core_rebalance,
5751.77,full_2024_2026,formal_70_25,2024-10-17,rsr2,TTMI,BUY,25,20.290270458221432,1776.3028752937332,frozen_entry,0.0
5751.77,full_2024_2026,formal_70_25,2024-10-21,rsr2,NOK,BUY,113,4.59639241140037,1255.9105328054916,frozen_entry,1.0
5751.77,full_2024_2026,formal_70_25,2024-10-22,rsr2,TTMI,SELL,25,19.25073045730591,1736.1787942381393,signal,0.0
5751.77,full_2024_2026,formal_70_25,2024-11-07,rsr2,NOK,SELL,113,4.463442289010513,2239.5477728963274,signal,1.0
5751.77,full_2024_2026,formal_70_25,2024-11-07,rsr2,MRVL,BUY,5,91.39130630876161,1781.5912413525193,frozen_entry,2.0
5751.77,full_2024_2026,formal_70_25,2024-11-07,rsr2,LITE,BUY,7,73.14306969451904,1268.5897534908859,frozen_entry,3.0
5751.77,full_2024_2026,formal_70_25,2024-11-08,rsr2,COHR,BUY,4,108.81870908355712,832.3149171566574,frozen_entry,4.0
5751.77,full_2024_2026,formal_70_25,2024-11-14,rsr2,COHR,SELL,4,100.01309914451568,1231.36731373472,stop,4.0
5751.77,full_2024_2026,formal_70_25,2024-12-09,rsr2,MRVL,SELL,5,111.09721993248507,1785.8534133971455,signal,2.0
5751.77,full_2024_2026,formal_70_25,2024-12-09,rsr2,LITE,SELL,7,93.28661725616453,2437.8597341902973,signal,3.0
5751.77,full_2024_2026,formal_70_25,2024-12-16,rsr2,TER,BUY,4,127.39127579622715,1927.2946310053887,frozen_entry,5.0
5751.77,full_2024_2026,formal_70_25,2025-01-17,rsr2,TER,SELL,4,139.14279627465027,2482.86581610399,signal,5.0
5751.77,full_2024_2026,formal_70_25,2025-01-27,rsr2,META,BUY,1,624.1515457688685,1857.7142703351215,frozen_entry,6.0
5751.77,full_2024_2026,formal_70_25,2025-02-13,rsr2,INTC,BUY,24,22.862840152740475,1308.0061066693502,frozen_entry,7.0
5751.77,full_2024_2026,formal_70_25,2025-02-21,rsr2,META,SELL,1,692.4608383688153,1999.4669450381655,signal,6.0
5751.77,full_2024_2026,formal_70_25,2025-02-24,rsr2,INTC,SELL,24,23.98197617821712,2574.0343733153763,profit_lock,7.0
5751.77,full_2024_2026,formal_70_25,2025-04-01,core,QQQ,SELL,4,469.436679107666,4450.78108974604,v9_core_rebalance,
5751.77,full_2024_2026,formal_70_25,2025-04-01,core,SPY,SELL,4,552.6337637329102,6660.316144677681,v9_core_rebalance,
5751.77,full_2024_2026,formal_70_25,2025-06-02,core,QQQ,BUY,4,520.6381600341796,4576.7635045409625,v9_core_rebalance,
5751.77,full_2024_2026,formal_70_25,2025-06-02,core,SPY,BUY,3,585.0711810302734,2820.5499614501423,v9_core_rebalance,
5751.77,full_2024_2026,formal_70_25,2025-06-04,rsr2,MU,BUY,5,102.22193788042377,2308.4402720480234,frozen_entry,8.0
5751.77,full_2024_2026,formal_70_25,2025-06-06,rsr2,WDC,BUY,9,55.81465130784074,1805.1084102774566,frozen_entry,9.0
5751.77,full_2024_2026,formal_70_25,2025-06-10,rsr2,KLAC,BUY,6,82.48033538898751,1309.2263979435315,frozen_entry,10.0
5751.77,full_2024_2026,formal_70_25,2025-07-07,rsr2,MU,SELL,5,120.8648261777079,1912.550528832071,signal,8.0
5751.77,full_2024_2026,formal_70_25,2025-07-09,rsr2,WDC,SELL,9,64.10193556292896,2488.4679488984316,signal,9.0
5751.77,full_2024_2026,formal_70_25,2025-07-11,rsr2,KLAC,SELL,6,91.86536976047829,3038.660167461301,signal,10.0
5751.77,full_2024_2026,formal_70_25,2025-07-16,rsr2,LITE,BUY,5,98.1980984725952,2546.669675098325,frozen_entry,11.0
5751.77,full_2024_2026,formal_70_25,2025-07-24,rsr2,WDC,BUY,8,69.0819847411973,1993.0137971687468,frozen_entry,12.0
5751.77,full_2024_2026,formal_70_25,2025-07-31,rsr2,CEG,BUY,1,348.00002547256435,1644.0137716961824,frozen_entry,13.0
5751.77,full_2024_2026,formal_70_25,2025-08-12,rsr2,CEG,SELL,1,330.9769778783613,1973.9907495745438,signal,13.0
5751.77,full_2024_2026,formal_70_25,2025-08-14,rsr2,LITE,SELL,5,117.19268756103517,2558.9541873797198,signal,11.0
5751.77,full_2024_2026,formal_70_25,2025-08-22,rsr2,WDC,SELL,8,74.50330922145352,3153.9806611513477,signal,12.0
5751.77,full_2024_2026,formal_70_25,2025-08-29,rsr2,GLW,BUY,8,67.96451310413542,2609.264556318264,frozen_entry,14.0
5751.77,full_2024_2026,formal_70_25,2025-09-05,rsr2,NOK,BUY,130,4.54453996181488,2017.4743612823297,frozen_entry,15.0
5751.77,full_2024_2026,formal_70_25,2025-09-08,rsr2,MU,BUY,4,130.47115444503285,1494.5897435021984,frozen_entry,16.0
5751.77,full_2024_2026,formal_70_25,2025-09-30,rsr2,GLW,SELL,8,79.6362386835006,2130.6796529702033,signal,14.0
5751.77,full_2024_2026,formal_70_25,2025-09-30,rsr2,NOK,SELL,130,4.705290038108826,2741.3673579243505,signal,15.0
5751.77,full_2024_2026,formal_70_25,2025-10-07,rsr2,MU,SELL,4,194.4649377694192,3518.227109002027,signal,16.0
5751.77,full_2024_2026,formal_70_25,2025-10-13,rsr2,NOK,BUY,119,5.2752699809074395,2889.469981274042,frozen_entry,17.0
5751.77,full_2024_2026,formal_70_25,2025-10-30,rsr2,AVGO,BUY,1,384.63087940227877,2503.839101871763,frozen_entry,18.0
5751.77,full_2024_2026,formal_70_25,2025-11-04,rsr2,AVGO,SELL,1,353.50654864104644,2856.3456505128092,stop,18.0
5751.77,full_2024_2026,formal_70_25,2025-11-11,rsr2,NOK,SELL,119,6.8931000952720645,3675.624561850185,signal,17.0
5751.77,full_2024_2026,formal_70_25,2025-12-15,rsr2,TSLA,BUY,1,469.90944244384764,3204.715119406337,frozen_entry,19.0
5751.77,full_2024_2026,formal_70_25,2025-12-30,rsr2,TSLA,SELL,1,460.62890634155275,3664.34402574789,signal,19.0
5751.77,full_2024_2026,formal_70_25,2026-01-06,rsr2,KLAC,BUY,4,136.7155558124338,3116.481802498155,frozen_entry,20.0
5751.77,full_2024_2026,formal_70_25,2026-01-06,rsr2,TER,BUY,2,220.99503965232648,2673.491723193502,frozen_entry,21.0
5751.77,full_2024_2026,formal_70_25,2026-01-30,rsr2,KLAC,SELL,4,143.40778226945244,3246.122852271312,profit_lock,20.0
5751.77,full_2024_2026,formal_70_25,2026-02-05,rsr2,TER,SELL,2,265.2431580727787,3775.609168416869,signal,21.0
5751.77,full_2024_2026,formal_70_25,2026-04-01,core,QQQ,SELL,4,583.084910522461,6106.948810506713,v9_core_rebalance,
5751.77,full_2024_2026,formal_70_25,2026-04-01,core,SPY,SELL,3,652.9027181396484,8064.656964925658,v9_core_rebalance,
5751.77,full_2024_2026,formal_70_25,2026-05-01,core,QQQ,BUY,4,674.0833831176757,5367.323432454956,v9_core_rebalance,
5751.77,full_2024_2026,formal_70_25,2026-05-01,core,SPY,BUY,3,719.5170159912109,3207.772384481323,v9_core_rebalance,
5751.77,full_2024_2026,formal_70_25,2026-07-10,rsr2,META,BUY,1,661.0003668823241,2545.772017598999,frozen_entry,22.0
5751.77,full_2024_2026,formal_70_25,2026-07-23,rsr2,META,SELL,1,607.5122171942064,3152.2842347932055,stop,22.0
6000.0,full_2024_2026,challenger_80_20,2024-01-03,core,QQQ,BUY,6,393.44367929077146,3638.337924255371,v9_core_rebalance,
6000.0,full_2024_2026,challenger_80_20,2024-01-03,core,SPY,BUY,5,455.51731811523433,1359.7513336791994,v9_core_rebalance,
6000.0,full_2024_2026,challenger_80_20,2024-08-06,core,QQQ,SELL,4,434.5333544311524,3096.884751403809,v9_core_rebalance,
6000.0,full_2024_2026,challenger_80_20,2024-08-06,core,SPY,SELL,3,509.5646628112793,4624.578739837647,v9_core_rebalance,
6000.0,full_2024_2026,challenger_80_20,2024-09-03,core,QQQ,BUY,3,457.4741069335937,3251.156419036866,v9_core_rebalance,
6000.0,full_2024_2026,challenger_80_20,2024-09-03,core,SPY,BUY,2,539.8519346923828,2170.4525496521,v9_core_rebalance,
6000.0,full_2024_2026,challenger_80_20,2024-10-17,rsr2,TTMI,BUY,27,20.290270458221432,1621.6152472801214,frozen_entry,0.0
6000.0,full_2024_2026,challenger_80_20,2024-10-21,rsr2,NOK,BUY,119,4.59639241140037,1073.6445503234772,frozen_entry,1.0
6000.0,full_2024_2026,challenger_80_20,2024-10-22,rsr2,TTMI,SELL,27,19.25073045730591,1592.4142726707369,signal,0.0
6000.0,full_2024_2026,challenger_80_20,2024-11-07,rsr2,NOK,SELL,119,4.463442289010513,2122.563905062988,signal,1.0
6000.0,full_2024_2026,challenger_80_20,2024-11-07,rsr2,MRVL,BUY,6,91.39130630876161,1573.2160672104183,frozen_entry,2.0
6000.0,full_2024_2026,challenger_80_20,2024-11-07,rsr2,LITE,BUY,7,73.14306969451904,1060.2145793487848,frozen_entry,3.0
6000.0,full_2024_2026,challenger_80_20,2024-12-09,rsr2,MRVL,SELL,6,111.09721993248507,1725.7978989436951,signal,2.0
6000.0,full_2024_2026,challenger_80_20,2024-12-09,rsr2,LITE,SELL,7,93.28661725616453,2377.804219736847,signal,3.0
6000.0,full_2024_2026,challenger_80_20,2024-12-16,rsr2,TER,BUY,4,127.39127579622715,1867.2391165519382,frozen_entry,4.0
6000.0,full_2024_2026,challenger_80_20,2025-01-17,rsr2,TER,SELL,4,139.14279627465027,2422.8103016505393,signal,4.0
6000.0,full_2024_2026,challenger_80_20,2025-01-27,rsr2,META,BUY,1,624.1515457688685,1797.658755881671,frozen_entry,5.0
6000.0,full_2024_2026,challenger_80_20,2025-02-13,rsr2,INTC,BUY,26,22.862840152740475,1202.2249119104185,frozen_entry,6.0
6000.0,full_2024_2026,challenger_80_20,2025-02-21,rsr2,META,SELL,1,692.4608383688153,1893.6857502792338,signal,5.0
6000.0,full_2024_2026,challenger_80_20,2025-02-24,rsr2,INTC,SELL,26,23.98197617821712,2516.217130912879,profit_lock,6.0
6000.0,full_2024_2026,challenger_80_20,2025-04-01,core,QQQ,SELL,5,469.436679107666,4862.400526451209,v9_core_rebalance,
6000.0,full_2024_2026,challenger_80_20,2025-04-01,core,SPY,SELL,4,552.6337637329102,7071.93558138285,v9_core_rebalance,
6000.0,full_2024_2026,challenger_80_20,2025-06-02,core,QQQ,BUY,5,520.6381600341796,4467.744781211952,v9_core_rebalance,
6000.0,full_2024_2026,challenger_80_20,2025-06-02,core,SPY,BUY,4,585.0711810302734,2126.4600570908583,v9_core_rebalance,
6000.0,full_2024_2026,challenger_80_20,2025-06-04,rsr2,MU,BUY,5,102.22193788042377,1614.3503676887394,frozen_entry,7.0
6000.0,full_2024_2026,challenger_80_20,2025-06-06,rsr2,WDC,BUY,10,55.81465130784074,1055.203854610332,frozen_entry,8.0
6000.0,full_2024_2026,challenger_80_20,2025-07-07,rsr2,MU,SELL,5,120.8648261777079,1658.5279854988714,signal,7.0
6000.0,full_2024_2026,challenger_80_20,2025-07-09,rsr2,WDC,SELL,10,64.10193556292896,2298.547341128161,signal,8.0
6000.0,full_2024_2026,challenger_80_20,2025-07-16,rsr2,LITE,BUY,6,98.1980984725952,1708.3587502925898,frozen_entry,9.0
6000.0,full_2024_2026,challenger_80_20,2025-07-24,rsr2,WDC,BUY,8,69.0819847411973,1154.7028723630115,frozen_entry,10.0
6000.0,full_2024_2026,challenger_80_20,2025-08-14,rsr2,LITE,SELL,6,117.19268756103517,1856.8589977292224,signal,9.0
6000.0,full_2024_2026,challenger_80_20,2025-08-22,rsr2,WDC,SELL,8,74.50330922145352,2451.8854715008506,signal,10.0
6000.0,full_2024_2026,challenger_80_20,2025-08-29,rsr2,GLW,BUY,9,67.96451310413542,1839.2048535636318,frozen_entry,11.0
6000.0,full_2024_2026,challenger_80_20,2025-09-05,rsr2,NOK,BUY,139,4.54453996181488,1206.5137988713636,frozen_entry,12.0
6000.0,full_2024_2026,challenger_80_20,2025-09-30,rsr2,GLW,SELL,9,79.6362386835006,1922.2399470228688,signal,11.0
6000.0,full_2024_2026,challenger_80_20,2025-09-30,rsr2,NOK,SELL,139,4.705290038108826,2575.275262319996,signal,12.0
6000.0,full_2024_2026,challenger_80_20,2025-10-13,rsr2,NOK,BUY,123,5.2752699809074395,1925.4170546683808,frozen_entry,13.0
6000.0,full_2024_2026,challenger_80_20,2025-10-30,rsr2,AVGO,BUY,1,384.63087940227877,1539.786175266102,frozen_entry,14.0
6000.0,full_2024_2026,challenger_80_20,2025-11-04,rsr2,AVGO,SELL,1,353.50654864104644,1892.2927239071485,stop,14.0
6000.0,full_2024_2026,challenger_80_20,2025-11-11,rsr2,NOK,SELL,123,6.8931000952720645,2739.1440356256126,signal,13.0
6000.0,full_2024_2026,challenger_80_20,2025-12-15,rsr2,TSLA,BUY,1,469.90944244384764,2268.234593181765,frozen_entry,15.0
6000.0,full_2024_2026,challenger_80_20,2025-12-30,rsr2,TSLA,SELL,1,460.62890634155275,2727.863499523318,signal,15.0
6000.0,full_2024_2026,challenger_80_20,2026-01-06,rsr2,KLAC,BUY,4,136.7155558124338,2180.001276273583,frozen_entry,16.0
6000.0,full_2024_2026,challenger_80_20,2026-01-06,rsr2,TER,BUY,3,220.99503965232648,1516.0161573166033,frozen_entry,17.0
6000.0,full_2024_2026,challenger_80_20,2026-01-30,rsr2,KLAC,SELL,4,143.40778226945244,2088.647286394413,profit_lock,16.0
6000.0,full_2024_2026,challenger_80_20,2026-02-05,rsr2,TER,SELL,3,265.2431580727787,2883.3767606127494,signal,17.0
6000.0,full_2024_2026,challenger_80_20,2026-04-01,core,QQQ,SELL,5,583.084910522461,5797.801313225054,v9_core_rebalance,
6000.0,full_2024_2026,challenger_80_20,2026-04-01,core,SPY,SELL,4,652.9027181396484,8408.412185783647,v9_core_rebalance,
6000.0,full_2024_2026,challenger_80_20,2026-05-01,core,SPY,BUY,4,719.5170159912109,5529.344121818804,v9_core_rebalance,
6000.0,full_2024_2026,challenger_80_20,2026-05-01,core,QQQ,BUY,4,674.0833831176757,2832.010589348101,v9_core_rebalance,
6000.0,full_2024_2026,challenger_80_20,2026-07-10,rsr2,META,BUY,1,661.0003668823241,2170.0102224657767,frozen_entry,18.0
6000.0,full_2024_2026,challenger_80_20,2026-07-23,rsr2,META,SELL,1,607.5122171942064,2776.5224396599833,stop,18.0
5751.77,full_2024_2026,challenger_80_20,2024-01-03,core,SPY,BUY,5,455.51731811523433,3473.183409423829,v9_core_rebalance,
5751.77,full_2024_2026,challenger_80_20,2024-01-03,core,QQQ,BUY,5,393.44367929077146,1504.9650129699717,v9_core_rebalance,
5751.77,full_2024_2026,challenger_80_20,2024-08-06,core,QQQ,SELL,3,434.5333544311524,2807.5650762634286,v9_core_rebalance,
5751.77,full_2024_2026,challenger_80_20,2024-08-06,core,SPY,SELL,3,509.5646628112793,4335.259064697267,v9_core_rebalance,
5751.77,full_2024_2026,challenger_80_20,2024-09-03,core,QQQ,BUY,3,457.4741069335937,2961.8367438964856,v9_core_rebalance,
5751.77,full_2024_2026,challenger_80_20,2024-09-03,core,SPY,BUY,2,539.8519346923828,1881.13287451172,v9_core_rebalance,
5751.77,full_2024_2026,challenger_80_20,2024-10-17,rsr2,TTMI,BUY,26,20.290270458221432,1352.5858425979627,frozen_entry,0.0
